name,code,city,地区,省份,纬度,经度
宝鸡,BJY,宝鸡,宝鸡,陕西省,34.3725,107.152717
新沂,VIH,徐州,徐州,江苏省,34.380085,118.348914
砀山南,PRH,宿州,宿州,安徽省,34.38652,116.303635
临潼,LIY,西安,西安,陕西省,34.388372,109.212284
千河,QUY,宝鸡,宝鸡,陕西省,34.39117,107.303755
岷县,MXJ,定西,定西,甘肃省,34.391499,104.070048
虞城县,IXH,商丘,商丘,河南省,34.407024,115.864522
商丘南,SPF,商丘,商丘,河南省,34.408252,115.704239
夏邑县,EJH,商丘,商丘,河南省,34.410724,116.030905
砀山,DKH,宿州,宿州,安徽省,34.416566,116.330589
咸阳北,EBY,咸阳,咸阳,陕西省,34.418855,108.674124
礼泉,LGY,咸阳,咸阳,陕西省,34.431469,108.419048
东岔,DCJ,天水,天水,甘肃省,34.441835,106.539146
商丘,SQF,商丘,商丘,河南省,34.44579,115.657944
礼泉南,UNY,咸阳,咸阳,陕西省,34.461978,108.408136
渭南西,WXY,渭南,渭南,陕西省,34.478731,109.441224
渭南,WNY,渭南,渭南,陕西省,34.484132,109.493139
郑州航空港,ZIF,郑州,郑州,河南省,34.486036,113.932772
华州,HXY,渭南,渭南,陕西省,34.494936,109.762264
乾县,QBY,咸阳,咸阳,陕西省,34.506414,108.27859
灵宝,LBF,三门峡,三门峡,河南省,34.510347,110.897103
东海县,DQH,连云港,连云港,江苏省,34.515565,118.768963
渭南南,WVY,渭南,渭南,陕西省,34.520632,109.470962
华山,HGY,华阴,华阴,陕西省,34.521465,110.066407
新郑机场,EZF,郑州,郑州,河南省,34.52529,113.854665
永乐店,YDY,西安,西安,陕西省,34.534652,108.947605
潼关,TGY,渭南,渭南,陕西省,34.535756,110.247862
渭南北,WBY,渭南,渭南,陕西省,34.535806,109.480997
天水南,TIJ,天水,天水,甘肃省,34.549777,105.85647
孟塬,HSY,渭南,渭南,陕西省,34.555014,110.139872
天水,TSJ,天水,天水,甘肃省,34.565844,105.899867
宁陵县,NLF,商丘,商丘,河南省,34.574525,115.317539
灵宝西,LPF,三门峡,三门峡,河南省,34.577827,110.688869
华山北,HDY,华阴,华阴,陕西省,34.582716,110.098431
孟庄,MZF,郑州,郑州,河南省,34.587021,113.836675
洛阳龙门,LLF,洛阳,洛阳,河南省,34.593318,112.458781
郯城,TZK,临沂,临沂,山东省,34.602302,118.376495
三原,SAY,咸阳,咸阳,陕西省,34.605069,108.9477
连云港,UIH,连云港,连云港,江苏省,34.609024,119.162746
南河川,NHJ,天水,天水,甘肃省,34.622836,105.766361
风陵渡,FLV,运城,运城,山西省,34.631547,110.310623
关林,GLF,洛阳,洛阳,河南省,34.634101,112.513029
千阳,QOY,宝鸡,宝鸡,陕西省,34.635206,107.1158
民权,MQF,商丘,商丘,河南省,34.644858,115.140842
民权北,MIF,商丘,商丘,河南省,34.659929,115.180499
三阳川,SYJ,天水,天水,甘肃省,34.664524,105.70892
阎良,YNY,西安,西安,陕西省,34.668207,109.228675
巩义南,GYF,郑州,郑州,河南省,34.67076,112.916396
南曹,NEF,郑州,郑州,河南省,34.678477,113.791105
渑池南,MNF,三门峡,三门峡,河南省,34.685141,111.774387
洛阳,LYF,洛阳,洛阳,河南省,34.685924,112.436284
渭南镇,WNJ,天水,天水,甘肃省,34.688574,105.636521
三门峡西,SXF,三门峡,三门峡,河南省,34.689395,111.08091
永寿西,AUY,咸阳,咸阳,陕西省,34.695516,108.118081
洛阳东,LDF,洛阳,洛阳,河南省,34.696896,112.485931
新阳镇,XZJ,天水,天水,甘肃省,34.701412,105.535404
永寿,ASY,咸阳,咸阳,陕西省,34.705961,108.151309
中牟,ZGF,郑州,郑州,河南省,34.708925,114.032459
漳县,ZXJ,定西,定西,甘肃省,34.715314,104.157706
连云港东,UKH,连云港,连云港,江苏省,34.717862,119.340951
新安县,XAF,洛阳,洛阳,河南省,34.718582,112.154206
武山,WSJ,天水,天水,甘肃省,34.721021,104.919807
义马,YMF,三门峡,三门峡,河南省,34.721156,111.912338
偃师,YSF,洛阳,洛阳,河南省,34.728628,112.794555
富平,FPY,富平,富平,陕西省,34.743924,109.173947
郑州西,XPF,郑州,郑州,河南省,34.744948,113.425242
郑州,ZZF,郑州,郑州,河南省,34.745795,113.658097
郑州东,ZAF,郑州,郑州,河南省,34.748107,113.766353
清水县,QIJ,天水,天水,甘肃省,34.751287,106.106796
洛门,LMJ,天水,天水,甘肃省,34.752703,105.023699
渑池,MCF,三门峡,三门峡,河南省,34.752886,111.786528
三门峡南,SCF,三门峡,三门峡,河南省,34.753382,111.155688
贺家店,HJJ,天水,天水,甘肃省,34.754097,104.834481
巩义,GXF,郑州,郑州,河南省,34.759586,112.981103
磐安镇,PAJ,天水,天水,甘肃省,34.7599,105.122072
三门峡,SMF,三门峡,三门峡,河南省,34.760323,111.233947
甘谷,GGJ,天水,天水,甘肃省,34.763148,105.332467
张桥,ZQY,渭南,渭南,陕西省,34.771359,109.400896
开封,KFF,开封,开封,河南省,34.771825,114.354787
兰考南,LUF,开封,开封,河南省,34.772036,114.824252
贾鲁河,JLF,郑州,郑州,河南省,34.774696,113.86951
绿博园,LCF,郑州,郑州,河南省,34.78024,113.933762
枣庄,ZEK,枣庄,枣庄,山东省,34.780845,117.305928
宋城路,SFF,开封,开封,河南省,34.784698,114.28366
枣庄西,ZFK,枣庄,枣庄,山东省,34.792135,117.254593
鸳鸯镇,YYJ,天水,天水,甘肃省,34.799169,104.781792
运粮河,YEF,开封,开封,河南省,34.801765,114.193092
兰考,LKF,开封,开封,河南省,34.814411,114.819185
南阳寨,NYF,郑州,郑州,河南省,34.814723,113.616978
钟家村,ZJY,渭南,渭南,陕西省,34.822127,109.469424
庄里,ZLY,富平,富平,陕西省,34.822701,109.072498
曹县,CXK,菏泽,菏泽,山东省,34.825975,115.581634
大荔,DNY,渭南,渭南,陕西省,34.834073,109.926368
开封北,KBF,开封,开封,河南省,34.839203,114.261641
秦安,QGJ,天水,天水,甘肃省,34.846059,105.659204
枣庄东,ZNK,枣庄,枣庄,山东省,34.86684,117.548579
永济,YIV,运城,运城,山西省,34.869937,110.453862
陇县,LXY,宝鸡,宝鸡,陕西省,34.870996,106.850642
赣榆,GYU,连云港,连云港,江苏省,34.878446,119.112043
蒲石,PSY,蒲城,蒲城,陕西省,34.886606,109.711894
兰陵北,COK,临沂,临沂,山东省,34.895755,118.012374
耀州,YOY,铜川,铜川,陕西省,34.908944,108.990069
黄河景区,HCF,郑州,郑州,河南省,34.931338,113.533044
蒲城,PCY,渭南,渭南,陕西省,34.934579,109.559003
陇西,LXJ,定西,定西,甘肃省,34.951985,104.705744
张家川,ZIJ,天水,天水,甘肃省,34.966471,106.342274
韦庄,WZY,渭南,渭南,陕西省,34.970219,109.936213
孙镇,OZY,渭南,渭南,陕西省,34.976852,109.766018
蒲城东,PEY,渭南,渭南,陕西省,34.988606,109.610171
运城,YNV,运城,运城,山西省,35.025879,110.990481
永济北,AJV,运城,运城,山西省,35.027432,110.424812
庄寨,VOK,菏泽,菏泽,山东省,35.03197,115.192944
焦作东,WEF,焦作,焦作,河南省,35.034289,113.590639
彬州东,BFY,咸阳,咸阳,陕西省,35.034942,108.125144
临沂,LVK,临沂,临沂,山东省,35.03683,118.34253
新乡南,ENF,新乡,新乡,河南省,35.042343,113.857911
彬州,BXY,咸阳,咸阳,陕西省,35.045469,108.105518
定陶,DQK,菏泽,菏泽,山东省,35.0648,115.595613
铜川东,TCY,铜川,铜川,陕西省,35.078509,109.095204
滕州,TXK,枣庄,枣庄,山东省,35.080591,117.153936
武陟,WIF,焦作,焦作,河南省,35.088476,113.452057
滕州东,TEK,枣庄,枣庄,山东省,35.089985,117.256388
渭源,WEJ,定西,定西,甘肃省,35.096624,104.227589
运城北,ABV,运城,运城,山西省,35.09897,110.985035
济源,JYF,济源,济源,河南省,35.110049,112.573897
临沂东,UYK,临沂,临沂,山东省,35.117059,118.442976
坪上,PSK,临沂,临沂,山东省,35.178737,119.070204
莒南,JOK,临沂,临沂,山东省,35.183536,118.847674
菏泽东,KDK,菏泽,菏泽,山东省,35.18398,115.56321
岚山西,UWK,日照,日照,山东省,35.187239,119.277662
合阳,HAY,渭南,渭南,陕西省,35.194654,110.090868
临沂北,UMK,临沂,临沂,山东省,35.195382,118.380701
通渭,TWJ,定西,定西,甘肃省,35.195771,105.26261
通安驿,TAJ,定西,定西,甘肃省,35.199435,104.7237862
沁阳,QYF,焦作,焦作,河南省,35.199842,112.949767
焦作西,JIF,焦作,焦作,河南省,35.208354,113.062837
月山,YBF,焦作,焦作,河南省,35.209973,113.055261
修武西,EXF,焦作,焦作,河南省,35.210715,113.424881
长垣,CYF,新乡,新乡,河南省,35.210943,114.659749
焦作,JOF,焦作,焦作,河南省,35.221914,113.235221
菏泽,HIK,菏泽,菏泽,山东省,35.230899,115.506389
安口窑,AYY,宝鸡,平凉,甘肃省,35.2362509,106.8043076
修武,XWF,焦作,焦作,河南省,35.242817,113.439135
获嘉,HJF,新乡,新乡,河南省,35.256579,113.649637
东明县,DNF,菏泽,菏泽,山东省,35.268372,115.092806
长武,CWY,咸阳,咸阳,陕西省,35.271971,107.822245
莒南北,VNK,临沂,临沂,山东省,35.272297,118.797249
费县,FXK,临沂,临沂,山东省,35.278162,117.978746
厉家寨,UPK,临沂,临沂,山东省,35.283039,119.13212
澄城,CUY,渭南,渭南,陕西省,35.286731,109.936356
合阳北,HTY,渭南,渭南,陕西省,35.288883,110.091211
新乡,XXF,新乡,新乡,河南省,35.306558,113.859614
长庆桥,CQJ,庆阳,庆阳,甘肃省,35.314002,107.753146
新乡东,EGF,新乡,新乡,河南省,35.314281,113.979042
费县北,FBK,临沂,临沂,山东省,35.31824,117.935494
闻喜西,WOV,运城,运城,山西省,35.336251,111.180278
泾川,JAJ,平凉,平凉,甘肃省,35.34818,107.366146
白水县,BGY,渭南,渭南,陕西省,35.352842,109.703981
闻喜,WXV,运城,运城,山西省,35.356217,111.216613
巨野,JYK,菏泽,菏泽,山东省,35.378834,116.088271
日照西,KZK,日照,日照,山东省,35.389615,119.422046
卫辉南,WVF,新乡,新乡,河南省,35.39007,114.079863
嘉祥,JUK,济宁,济宁,山东省,35.392192,116.356222
济宁,JIK,济宁,济宁,山东省,35.392521,116.600756
邹城,ZIK,济宁,济宁,山东省,35.400895,116.957954
日照,RZK,日照,日照,山东省,35.404231,119.532346
鄄城,JCK,菏泽,菏泽,山东省,35.422528,115.670546
东镇,DNV,运城,运城,山西省,35.425976,111.310901
卫辉,WHF,新乡,新乡,河南省,35.432859,114.062602
庙庄,MZJ,平凉,平凉,甘肃省,35.434317,106.842325
巨野北,MYK,菏泽,菏泽,山东省,35.445904,116.074482
蒙山,MOK,临沂,临沂,山东省,35.449514,117.674164
嘉祥北,MXK,济宁,济宁,山东省,35.470771,116.369481
晋城,JCF,晋城,晋城,山西省,35.475763,112.873435
宁县,AXJ,庆阳,庆阳,甘肃省,35.483872,107.944771
平凉南,POJ,平凉,平凉,甘肃省,35.484225,106.825603
韩城,HCY,渭南,渭南,陕西省,35.484623,110.441705
沂南,YNK,临沂,临沂,山东省,35.4878,118.619273
阳城,YNF,晋城,晋城,山西省,35.49283,112.492824
晋城北,JEF,晋城,晋城,山西省,35.510476,112.904873
曲阜南,QQK,济宁,济宁,山东省,35.511082,117.023999
李家坪,LIJ,定西,定西,甘肃省,35.512276,104.744968
平邑,PIK,临沂,临沂,山东省,35.516621,117.643876
济宁北,MIK,济宁,济宁,山东省,35.522933,116.61369
济宁东,MNK,济宁,济宁,山东省,35.524873,116.756781
晋城东,JGF,晋城,晋城,山西省,35.534277,112.983555
泗水南,ONK,济宁,济宁,山东省,35.535741,117.282011
平凉,PIJ,平凉,平凉,甘肃省,35.550622,106.70794
曲阜东,QAK,济宁,济宁,山东省,35.553849,117.069322
兖州,YZK,济宁,济宁,山东省,35.556354,116.841137
黄陵南,VLY,延安,延安,陕西省,35.580552,109.389934
曲阜,QFK,济宁,济宁,山东省,35.583341,117.029954
嘉峰,JFF,晋城,晋城,山西省,35.586597,112.52244
河津,HJV,运城,运城,山西省,35.587404,110.725804
定西,DSJ,定西,定西,甘肃省,35.592511,104.625284
侯马西,HPV,临汾,临汾,山西省,35.601526,111.289142
郓城,YPK,菏泽,菏泽,山东省,35.601623,115.9015
新李,XLJ,平凉,平凉,甘肃省,35.602659,106.59443
定西北,DNJ,定西,定西,甘肃省,35.606414,104.586564
新绛,XJV,运城,运城,山西省,35.610246,111.210006
稷山,JVV,运城,运城,山西省,35.612392,110.995611
侯马,HMV,临汾,临汾,山西省,35.613232,111.358508
滑浚,HWF,安阳,安阳,河南省,35.617418,114.552005
黄陵,KLY,延安,延安,陕西省,35.618879,109.356264
泗水,OSK,济宁,济宁,山东省,35.636183,117.261448
沂水,YUK,临沂,临沂,山东省,35.643566,118.727674
莒县,JKK,日照,日照,山东省,35.651519,118.840128
三关口,OKJ,固原,固原,宁夏回族自治区,35.664773,106.396711
内黄,NUF,安阳,安阳,河南省,35.673587,114.863281
董家口,DTK,青岛,青岛,山东省,35.675751,119.714675
庆阳,QOJ,庆阳,庆阳,甘肃省,35.694424,107.62775
六盘山,UPJ,固原,固原,宁夏回族自治区,35.706353,106.2925
鹤壁东,HFF,鹤壁,鹤壁,河南省,35.706551,114.299056
高平东,GVF,晋城,晋城,山西省,35.733501,112.964253
濮阳,PYF,濮阳,濮阳,河南省,35.741318,115.023284
鹤壁,HAF,鹤壁,鹤壁,河南省,35.760104,114.27414
濮阳东,PUF,濮阳,濮阳,河南省,35.765329,115.14952
甘草店,GDJ,兰州,兰州,甘肃省,35.794065,104.290711
高平,GPF,晋城,晋城,山西省,35.80093,112.918652
五莲,WLK,日照,日照,山东省,35.804955,119.207063
彭阳,PYJ,固原,固原,宁夏回族自治区,35.811856,106.28751
梁山,LMK,济宁,济宁,山东省,35.818522,115.937029
洛川东,,延安,延安,陕西省,35.818844,109.354849
襄汾西,XTV,临汾,临汾,山西省,35.838207,111.337225
王家湾,WJJ,兰州,兰州,甘肃省,35.843121,104.25562
榆中,IZJ,兰州,兰州,甘肃省,35.850909,104.171629
西阳村,XQF,晋城,晋城,山西省,35.873919,112.874305
襄汾,XFV,临汾,临汾,山西省,35.880184,111.442258
青岛西,QUK,青岛,青岛,山东省,35.901455,119.956267
磁窑,CYK,泰安,泰安,山东省,35.902713,117.106999
许家台,XTJ,兰州,兰州,甘肃省,35.906389,104.208637
汤阴,TYF,安阳,安阳,河南省,35.914661,114.3461
夏官营,XGJ,兰州,兰州,甘肃省,35.952921,104.179462
台前,TTK,濮阳,濮阳,河南省,35.963932,115.863584
富县,FEY,延安,延安,陕西省,36.008759,109.389574
南乐,NWF,濮阳,濮阳,河南省,36.013294,115.412615
富县东,FDY,延安,延安,陕西省,36.021115,109.398281
固原,GUJ,固原,固原,宁夏回族自治区,36.02125,106.305682
骆驼巷,LTJ,兰州,兰州,甘肃省,36.026345,104.049026
兰州东,LVJ,兰州,兰州,甘肃省,36.02963,103.892496
兰州,LZJ,兰州,兰州,甘肃省,36.034476,103.850337
桑园子,SAJ,兰州,兰州,甘肃省,36.054729,103.976509
诸城,ZQK,潍坊,潍坊,山东省,36.062921,119.38931
青岛,QDK,青岛,青岛,山东省,36.064831,120.312724
兰州西,LAJ,兰州,兰州,甘肃省,36.068819,103.752106
钢城,GAK,济南,济南,山东省,36.070783,117.883581
浮山,FOV,临汾,临汾,山西省,36.071526,111.845425
庆城,QHJ,庆阳,庆阳,甘肃省,36.076904,107.789416
安阳东,ADF,安阳,安阳,河南省,36.084174,114.453482
陈官营,CAJ,兰州,兰州,甘肃省,36.08666,103.660381
临汾,LFV,临汾,临汾,山西省,36.088563,111.537207
长治南,CAF,长治,长治,山西省,36.093107,113.106322
福利区,FLJ,兰州,兰州,甘肃省,36.094672,103.631428
沈家河,OJJ,固原,固原,宁夏回族自治区,36.098284,106.283623
临汾西,LXV,临汾,临汾,山西省,36.101166,111.466741
阳谷,YIK,聊城,聊城,山东省,36.101623,115.808979
西固,XIJ,兰州,兰州,甘肃省,36.103367,103.605901
安阳,AYF,安阳,安阳,河南省,36.104405,114.339743
西固城,XUJ,兰州,兰州,甘肃省,36.109189,103.595752
水源,OYJ,兰州,兰州,甘肃省,36.124458,103.878874
坡底下,PXJ,兰州,兰州,甘肃省,36.136932,103.514972
河口南,HKJ,兰州,兰州,甘肃省,36.163469,103.458075
青岛北,QHK,青岛,青岛,山东省,36.168923,120.374402
上高镇,SVK,泰安,泰安,山东省,36.176251,117.176417
红旗渠,HQF,安阳,安阳,河南省,36.179463,113.84597
安泽,AEV,临汾,临汾,山西省,36.182334,112.237117
二营,RYJ,固原,固原,宁夏回族自治区,36.183975,106.248199
邵家堂,SJJ,兰州,兰州,甘肃省,36.185781,103.866932
泰山,TAK,泰安,泰安,山东省,36.187142,117.109955
长治,CZF,长治,长治,山西省,36.188322,113.070226
燕家庄,AZK,泰安,泰安,山东省,36.194256,117.277448
莘县,SNK,聊城,聊城,山东省,36.207138,115.686419
莱芜西,UXK,莱芜,莱芜,山东省,36.214895,117.675828
范镇,VZK,泰安,泰安,山东省,36.218878,117.399107
长治东,CUF,长治,长治,山西省,36.229623,113.163628
莱芜东,LWK,济南,济南,山东省,36.230017,117.694284
司家岭,OLK,淄博,济南,山东省,36.232469,117.46857
蔺家楼,ULK,济南,济南,山东省,36.245846,117.568701
红岛,HQK,青岛,青岛,山东省,36.247186,120.19192
洪洞西,HTV,临汾,临汾,山西省,36.253447,111.581472
甘泉,GQY,延安,延安,陕西省,36.258059,109.353183
洪洞,HDV,临汾,临汾,山西省,36.261884,111.671043
洪洞北,HLV,临汾,临汾,山西省,36.273312,111.732099
甘泉北,GEY,延安,延安,陕西省,36.27839,109.346535
莱芜北,VIK,济南,济南,山东省,36.281581,117.706057
三营,OEJ,固原,固原,宁夏回族自治区,36.290684,106.148898
胶州,JXK,青岛,青岛,山东省,36.298628,119.998481
城阳,CEK,青岛,青岛,山东省,36.299725,120.364918
民和南,MNO,海东,海东,青海省,36.305827,102.850026
长治北,CBF,长治,长治,山西省,36.307892,113.125788
曲子,QJJ,庆阳,庆阳,甘肃省,36.31971,107.494221
潞城,UTP,长治,长治,山西省,36.320754,113.221896
常庄,CVK,济南,济南,山东省,36.323396,117.889785
微子镇,WQP,长治,长治,山西省,36.324698,113.293166
皋兰,GEJ,兰州,兰州,甘肃省,36.337361,103.942954
海石湾,HSO,兰州,兰州,甘肃省,36.341068,102.864153
南博山,NBK,淄博,淄博,山东省,36.357177,117.960528
青岛机场,QJK,青岛,青岛,山东省,36.359308,120.095348
磁县,CIP,邯郸,邯郸,河北省,36.360289,114.372229
蒲县,PXV,临汾,临汾,山西省,36.370076,111.179628
赵城,ZCV,临汾,临汾,山西省,36.380519,111.699997
格尔木,GRO,格尔木,格尔木,青海省,36.382567,94.907016
高密,GMK,潍坊,潍坊,山东省,36.392968,119.767979
蓝村,LCK,青岛,青岛,山东省,36.394914,120.183328
胶州北,JZK,青岛,青岛,山东省,36.396033,120.055737
即墨北,JVK,青岛,青岛,山东省,36.404187,120.393947
源迁,AQK,淄博,淄博,山东省,36.418162,118.027282
聊城西,VXK,聊城,聊城,山东省,36.432374,115.883227
聊城,UCK,聊城,聊城,山东省,36.45745,115.943992
丰水村,FSJ,兰州,兰州,甘肃省,36.459723,103.985744
雪野,XYK,济南,济南,山东省,36.460488,117.58896
水洋,OYP,长治,长治,山西省,36.465717,113.340758
海东,LVO,海东,海东,青海省,36.46739,102.391235
兰州新区,LQJ,兰州,兰州,甘肃省,36.469196,103.618915
秦王川,QWJ,兰州,兰州,甘肃省,36.470793,103.768649
乐都,LDO,海东,海东,青海省,36.477415,102.432909
白银南,BVJ,白银,白银,甘肃省,36.479776,104.181956
龙泉寺,UQJ,兰州,兰州,甘肃省,36.482522,103.388671
朱家窑,ZUJ,兰州,兰州,甘肃省,36.496564,103.998819
广平,GPP,邯郸,邯郸,河北省,36.496642,114.940267
冠县,GHP,聊城,聊城,山东省,36.499448,115.444794
平安驿,PNO,海东,海东,青海省,36.500166,102.108538
七营,QYJ,固原,固原,宁夏回族自治区,36.5017084,106.1400983
中川机场,,兰州,兰州,甘肃省,36.504229,103.616058
襄垣,EIF,长治,长治,山西省,36.506143,113.035547
海东西,HDO,海东,海东,青海省,36.509222,102.054508
高密北,GVK,潍坊,潍坊,山东省,36.513437,119.786532
黎城,UCP,长治,长治,山西省,36.515285,113.392319
环县,KXJ,庆阳,庆阳,甘肃省,36.516335,107.375968
茌平南,CPK,聊城,聊城,山东省,36.528514,116.233551
襄垣东,EAF,长治,长治,山西省,36.534359,113.082495
白银西,BXJ,白银,白银,甘肃省,36.550146,104.099086
靖远,JYJ,白银,白银,甘肃省,36.552022,104.673817
延安,YWY,延安,延安,陕西省,36.557023,109.481123
白银市,BNJ,白银,白银,甘肃省,36.558417,104.170063
靖远西,JXJ,白银,白银,甘肃省,36.560207,104.652972
霍州东,HWV,临汾,临汾,山西省,36.564754,111.836818
长清,CNK,济南,济南,山东省,36.565285,116.732369
涉县,OEP,邯郸,邯郸,河北省,36.577408,113.668528
章丘南,VQK,济南,济南,山东省,36.584851,117.474215
霍州,HZV,临汾,临汾,山西省,36.586171,111.71971
磁山,CSP,邯郸,邯郸,河北省,36.59765,114.117582
邯郸,HDP,邯郸,邯郸,河北省,36.601362,114.475525
井店,JFP,邯郸,邯郸,河北省,36.605234,113.722334
韩府湾,HXJ,中卫,中卫,宁夏回族自治区,36.60722,106.129135
红砂岘,VSJ,白银,白银,甘肃省,36.608347,104.06422
靖远北,JOJ,白银,白银,甘肃省,36.608503,104.66408
茌平,CHK,聊城,聊城,山东省,36.612385,116.243099
徘徊北,PHP,邯郸,邯郸,河北省,36.618359,114.042355
邯郸东,HPP,邯郸,邯郸,河北省,36.619656,114.559202
西宁,XNO,西宁,西宁,青海省,36.620233,101.814362
黑旺,HWK,淄博,淄博,山东省,36.624186,118.202061
大坝,DBJ,青铜峡,青铜峡,甘肃省,36.625631,104.723747
偏店,PRP,邯郸,邯郸,河北省,36.646704,113.754233
隰县,EAV,临汾,临汾,山西省,36.650362,110.927133
东湾,DRJ,白银,白银,甘肃省,36.651338,104.745552
夏格庄,XZK,青岛,青岛,山东省,36.652047,120.445946
午汲,WJP,邯郸,邯郸,河北省,36.652299,114.154772
吴家川,WCJ,白银,白银,甘肃省,36.656686,104.534503
康城,KCP,邯郸,邯郸,河北省,36.656853,114.291741
悬钟,XRP,邯郸,邯郸,河北省,36.660051,113.577327
历城,VHK,济南,济南,山东省,36.666343,117.207035
济南西,JGK,济南,济南,山东省,36.668917,116.891354
济南,JNK,济南,济南,山东省,36.67149,116.99058
武安,WAP,邯郸,邯郸,河北省,36.676492,114.211711
大明湖,JAK,济南,济南,山东省,36.680867,117.029064
湟源,HNO,西宁,西宁,青海省,36.684429,101.241841
什里店,OMP,邯郸,邯郸,河北省,36.689624,113.942827
东戌,RXP,邯郸,邯郸,河北省,36.694792,113.820363
潍坊,WFK,潍坊,潍坊,山东省,36.696465,119.097868
李旺,VLJ,中卫,中卫,宁夏回族自治区,36.700454,106.080011
昌乐,CLK,潍坊,潍坊,山东省,36.71079,118.838885
海阳,KYK,烟台,烟台,山东省,36.717131,121.181066
永登,YDJ,兰州,兰州,甘肃省,36.720202,103.273487
莱阳南,VEK,烟台,烟台,山东省,36.720713,120.750912
章丘,ZTK,济南,济南,山东省,36.722663,117.499175
永登北,ABJ,兰州,兰州,甘肃省,36.723159,103.245501
长征,CZJ,白银,白银,甘肃省,36.72327,104.848064
豆庄,ROP,邯郸,邯郸,河北省,36.729339,113.846663
阳邑,ARP,邯郸,邯郸,河北省,36.738116,113.902686
南仇,NCK,淄博,淄博,山东省,36.747369,118.254673
济南东,MDK,济南,济南,山东省,36.747892,117.159918
沁县,QVV,长治,长治,山西省,36.758712,112.705243
平川西,PCJ,白银,白银,甘肃省,36.760118,104.729018
平度西,PAK,青岛,青岛,山东省,36.762024,119.884702
茶卡,CVO,海西州,海西州,青海省,36.764145,99.078899
青州市,QZK,潍坊,潍坊,山东省,36.770818,118.503477
淄博,ZBK,淄博,淄博,山东省,36.786688,118.056401
潍坊北,WJK,潍坊,潍坊,山东省,36.793951,119.19566
昌邑,CRK,潍坊,潍坊,山东省,36.796562,119.462962
邹平,ZLK,滨州,滨州,山东省,36.796958,117.742712
土桥子,TQJ,中卫,中卫,宁夏回族自治区,36.797289,106.028004
章丘北,ZVK,济南,济南,山东省,36.801665,117.486578
红岘台,HTJ,白银,白银,甘肃省,36.802798,104.097358
晏城,YEK,德州,德州,山东省,36.80401,116.758411
平度,PNK,青岛,青岛,山东省,36.806514,119.977786
莱西南,LXK,青岛,青岛,山东省,36.808154,120.516574
于田,YWR,和田,和田,新疆维吾尔自治区,36.811821,81.647903
莱西,LBK,青岛,青岛,山东省,36.823897,120.529797
青州市北,QOK,潍坊,潍坊,山东省,36.830138,118.578157
临清,UQK,聊城,聊城,山东省,36.842304,115.737
齐河,QIK,德州,德州,山东省,36.84296,116.86202
武乡,WUV,长治,长治,山西省,36.84966,112.7984
武乡东,WVV,长治,长治,山西省,36.85613,112.853614
灵石,LSV,晋中,晋中,山西省,36.86059,111.771488
沙河市,VOP,邢台,邢台,河北省,36.861194,114.497669
海晏,HFO,海北州,海北州,青海省,36.867259,100.99523
乳山南,REK,威海,威海,山东省,36.87566,121.557723
灵石东,UDV,晋中,晋中,山西省,36.879707,111.91545
玉泉镇,YFR,和田,和田,新疆维吾尔自治区,36.890062,81.302452
淄博北,ZRK,淄博,淄博,山东省,36.895439,118.026388
王团庄,WZJ,吴忠,吴忠,宁夏回族自治区,36.901603,105.984996
临淄北,UEK,淄博,淄博,山东省,36.905269,118.34065
禹城,YCK,德州,德州,山东省,36.92426,116.633657
临西,UEP,邢台,邢台,河北省,36.927806,115.714023
莱阳,LYK,烟台,烟台,山东省,36.928124,120.709129
桓台,VTK,淄博,淄博,山东省,36.946805,118.123865
乌兰,WIO,海西州,海西州,青海省,36.954089,98.468127
大通西,DTO,西宁,西宁,青海省,36.965898,101.673433
石楼县,STV,吕梁,吕梁,山西省,36.968915,110.803163
策勒,CLR,和田,和田,新疆维吾尔自治区,36.973225,80.834195
灰埠,KBK,青岛,青岛,山东省,36.976678,119.671976
天祝,TZJ,武威,武威,甘肃省,36.981305,103.136747
同心,TXJ,吴忠,吴忠,宁夏回族自治区,36.993889,105.926024
乳山,ROK,威海,威海,山东省,36.9973,121.506776
天祝西,TRJ,武威,武威,甘肃省,36.99968,103.116028
威海南海,WRK,威海,威海,山东省,37.015142,121.914197
介休,JXV,晋中,晋中,山西省,37.018445,111.918849
民丰,MFR,和田,和田,新疆维吾尔自治区,37.018641,82.725015
榆社,YSV,晋中,晋中,山西省,37.051911,112.96954
北滩,BEJ,白银,白银,甘肃省,37.053504,104.869563
介休东,JDV,晋中,晋中,山西省,37.058569,111.970512
清河城,QYP,邢台,邢台,河北省,37.063643,115.686466
禹城东,YSK,德州,德州,山东省,37.063648,116.691641
石坝,OBJ,吴忠,吴忠,宁夏回族自治区,37.067673,105.847685
海阳北,HEK,烟台,烟台,山东省,37.069049,120.960472
邢台,XTP,邢台,邢台,河北省,37.070451,114.49229
洛浦,LVR,和田,和田,新疆维吾尔自治区,37.070677,80.215066
阳泉曲,YYV,吕梁,吕梁,山西省,37.074188,111.553109
徐家店,HYK,烟台,烟台,山东省,37.080114,120.997316
文登南,WWK,威海,威海,山东省,37.0828,122.095011
打柴沟,DGJ,武威,武威,甘肃省,37.089597,102.999285
兑镇,DWV,吕梁,吕梁,山西省,37.090113,111.610378
邢台东,EDP,邢台,邢台,河北省,37.092149,114.593291
